address,aka_name,city,dba_name,facility_type,inspection_date,inspection_id,inspection_type,latitude,license_,location,longitude,results,risk,state,violations,zip
5733-5743 W DIVISION ST ,MC KINNEY'S EARLY LEARNING ACADEMY,CHICAGO,MC KINNEY'S EARLY LEARNING ACADEMY,Daycare (Under 2 Years),2010-08-19T00:00:00.000,284562,Canvass,41.90197979753018,1622986.0,"{'type': 'Point', 'coordinates': [-87.769353282124, 41.90197979753]}",-87.76935328212376,Pass,Risk 1 (High),IL,"35. WALLS, CEILINGS, ATTACHED EQUIPMENT CONSTRUCTED PER CODE: GOOD REPAIR, SURFACES CLEAN AND DUST-LESS CLEANING METHODS - Comments: The walls and ceilings shall be in good repair and easily cleaned. 
 
MUST REPLACE ALL STAINED CEILING, WHERE NEEDED | 41. PREMISES MAINTAINED FREE OF LITTER, UNNECESSARY ARTICLES, CLEANING  EQUIPMENT PROPERLY STORED - Comments: All parts of the food establishment and all parts of the property used in connection with the operation of the establishment shall be kept neat and clean and should not produce any offensive odors. 
 
MUST CLEAN AND BETTER ORGANIZE ALL STORAGE CLOSETS | 34. FLOORS: CONSTRUCTED PER CODE, CLEANED, GOOD REPAIR, COVING INSTALLED, DUST-LESS CLEANING METHODS USED - Comments: The floors shall be constructed per code, be smooth and easily cleaned, and be kept clean and in good repair. 
 
MUST CLEAN FLOORS IN ALL STORAGE ROOMS, UNDER AND BEHIND ALL EQUIPMENT",60651.0
1201 W GRAND AVE ,SALERNO'S,CHICAGO,SALERNO'S,Restaurant,2014-04-28T00:00:00.000,1435196,Canvass,41.89096990066963,12687.0,"{'type': 'Point', 'coordinates': [-87.657466455515, 41.89096990067]}",-87.65746645551516,Pass,Risk 1 (High),IL,"30. FOOD IN ORIGINAL CONTAINER, PROPERLY LABELED: CUSTOMER ADVISORY POSTED AS NEEDED - Comments: LABEL ALL PACKAGED DESSERTS IN CARRYOUT DISPLAY COOLER. | 31. CLEAN MULTI-USE UTENSILS AND SINGLE SERVICE ARTICLES PROPERLY STORED: NO REUSE OF SINGLE SERVICE ARTICLES - Comments: INVERT ALL CLEAN MULTI-USE EQUIPMENT AND UTENSILS IN STORAGE AREA. | 32. FOOD AND NON-FOOD CONTACT SURFACES PROPERLY DESIGNED, CONSTRUCTED AND MAINTAINED - Comments: REMOVE ICE BUILDUP ON COMPRESSOR UNIT IN BASEMENT WALK-IN COOLER. REMOVE MILK CRATES AND PROVIDE ADEQUATE SHELVING IN BASEMENT STORAGE AREA. | 33. FOOD AND NON-FOOD CONTACT EQUIPMENT UTENSILS CLEAN, FREE OF ABRASIVE DETERGENTS - Comments: CLEAN INTERIOR AND EXTERIOR OF ALL SINKS. | 34. FLOORS: CONSTRUCTED PER CODE, CLEANED, GOOD REPAIR, COVING INSTALLED, DUST-LESS CLEANING METHODS USED - Comments: REPLACE DAMAGED FLOOR TILES IN CARRYOUT AREA. | 35. WALLS, CEILINGS, ATTACHED EQUIPMENT CONSTRUCTED PER CODE: GOOD REPAIR, SURFACES CLEAN AND DUST-LESS CLEANING METHODS - Comments: REPLACE MISSING WALL TILES IN DISHWASHING AREA. | 38. VENTILATION: ROOMS AND EQUIPMENT VENTED AS REQUIRED: PLUMBING: INSTALLED AND MAINTAINED - Comments: INCREASE HOT WATER PRESSURE IN WOMEN WASHROOM. REPAIR LEAK UNDER PIZZA PREP COOLER. REPAIR LEAKING FAUCET ON 3-COMPARTMENT SINK IN DISH WASHING AREA. INSTALL AN EXPOSED SINK AND 3-COMPARTMENT SINK IN BAR AREA. | 40. REFRIGERATION AND METAL STEM THERMOMETERS PROVIDED AND CONSPICUOUS - Comments: PROVIDE THERMOMETERS IN ALL COOLERS. | 43. FOOD (ICE) DISPENSING UTENSILS, WASH CLOTHS PROPERLY STORED - Comments: STORE WASH CLOTHS IN SANITIZING SOLUTION.",60642.0
7055 S DAMEN AVE ,"FISH & CHICKEN PLACE, INC",CHICAGO,"FISH & CHICKEN PLACE, INC",Restaurant,2011-10-27T00:00:00.000,555285,License Re-Inspection,41.764970897645576,2124385.0,"{'type': 'Point', 'coordinates': [-87.673391315883, 41.764970897646]}",-87.67339131588292,Pass,Risk 2 (Medium),IL,"18. NO EVIDENCE OF RODENT OR INSECT OUTER OPENINGS PROTECTED/RODENT PROOFED, A WRITTEN LOG SHALL BE MAINTAINED AVAILABLE TO THE INSPECTORS - Comments: FRONT DOOR REPAIRED. | 32. FOOD AND NON-FOOD CONTACT SURFACES PROPERLY DESIGNED, CONSTRUCTED AND MAINTAINED - Comments: SHELVING PROVIDED. | 33. FOOD AND NON-FOOD CONTACT EQUIPMENT UTENSILS CLEAN, FREE OF ABRASIVE DETERGENTS - Comments: EQUIPMENT CLEANED. | 34. FLOORS: CONSTRUCTED PER CODE, CLEANED, GOOD REPAIR, COVING INSTALLED, DUST-LESS CLEANING METHODS USED - Comments: FLOORS CLEANED. | 35. WALLS, CEILINGS, ATTACHED EQUIPMENT CONSTRUCTED PER CODE: GOOD REPAIR, SURFACES CLEAN AND DUST-LESS CLEANING METHODS - Comments: BASEBOARDS SEALED. | 38. VENTILATION: ROOMS AND EQUIPMENT VENTED AS REQUIRED: PLUMBING: INSTALLED AND MAINTAINED - Comments: VENTILATION FAN SECURED. | 41. PREMISES MAINTAINED FREE OF LITTER, UNNECESSARY ARTICLES, CLEANING  EQUIPMENT PROPERLY STORED - Comments: UNUSED EQUIPMENT REMOVED. | 21. * CERTIFIED FOOD MANAGER ON SITE WHEN POTENTIALLY HAZARDOUS FOODS ARE  PREPARED AND SERVED - Comments: AMMAR ABU AMMRA APPLIED FOR RECIPROCITY CERTIFICATE AT HAROLD WASHINGTON COLLEGE ON 10-25-11.",60636.0
1007 W ARGYLE ST ,NORTH GARDEN,CHICAGO,NORTH GARDEN,Restaurant,2013-08-29T00:00:00.000,1235950,Canvass,41.97319805257552,2043282.0,"{'type': 'Point', 'coordinates': [-87.655248062429, 41.973198052576]}",-87.65524806242914,Pass,Risk 1 (High),IL,"33. FOOD AND NON-FOOD CONTACT EQUIPMENT UTENSILS CLEAN, FREE OF ABRASIVE DETERGENTS - Comments: OBSERVED SHELVES CLUTTERED BEHIND FRONT COUNTER (BAGS, BOXES, ETC.) AND FOOD DEBRIS ON SHELVES IN KITCHEN. MUST CLEAN SHELVES AND MAINTAIN. | 34. FLOORS: CONSTRUCTED PER CODE, CLEANED, GOOD REPAIR, COVING INSTALLED, DUST-LESS CLEANING METHODS USED - Comments: OBSERVED FOOD/GREASE BUILD UP ON FLOOR UNDER COOKING EQUIPMENT. MUST CLEAN FLOOR THROUGHOUT AND MAINTAIN. | 36. LIGHTING: REQUIRED MINIMUM FOOT-CANDLES OF LIGHT PROVIDED, FIXTURES SHIELDED - Comments: PREP AREA SINGLE LIGHT BULB ABOVE COOKING EQUIPMENT NOT SHIELDED. MUST PROVIDE COVER FOR SAID LIGHT BULB. | 42. APPROPRIATE METHOD OF HANDLING OF FOOD (ICE) HAIR RESTRAINTS AND CLEAN APPAREL WORN - Comments: FOOD HANDLERS NOT WEARING HAIR RESTRAINTS. MUST PROVIDE HAIR RESTRAINTS FOR ALL FOOD HANDLERS.",60640.0
4535 N LINCOLN AVE ,MASH CRAFT + KITCHEN + PATIO,CHICAGO,BAD DOG TAVERN AND GRILL,Restaurant,2013-07-24T00:00:00.000,1099105,Canvass,41.96417225253613,1304238.0,"{'type': 'Point', 'coordinates': [-87.685478085228, 41.964172252536]}",-87.68547808522793,Fail,Risk 1 (High),IL,"2. FACILITIES TO MAINTAIN PROPER TEMPERATURE - Comments: FACILITY NOT MAINTAINING PROPER TEMPERATURE, OBSERVED TWO DOORS PREP REACH IN COOLER AT HOT LINE AT IMPROPER TEMPERATURE OF 55.7F.  INADEQUATE FOOD PROTECTION.  INSTRUCTED TO REPAIR COOLER AND KEEP AT 40F OR BELOW.  HELD FOR INSPECTION TAG PLACED ON UNIT WHEN REPAIRED TO SEND LETTER REQUESTING TAG REMOVAL.  CRITICAL CITATION ISSUED, 7-38-005(A). | 3. POTENTIALLY HAZARDOUS FOOD MEETS TEMPERATURE REQUIREMENT DURING STORAGE, PREPARATION DISPLAY AND SERVICE - Comments: POTENTIALLY HAZARDOUS FOODS AT IMPROPER TEMPERATURES INSIDE ABOVE COOLER; ABOUT 10LBS OF BEEF PATTIES AT 59.6F, 3LBS. COOKED VEGETABLES AT 49.8F, 6LBS. CHICKEN 53.6F, 4LBS BEEF 52.7F, 1LB. HAM 56.7F, AND 2LBS. SLICE TOMATOES 57.1F.  INADEQUATE FOOD PROTECTION.  INSTRUCTED COLD POTENTIALLY HAZARDOUS FOODS MUST BE AT 40F OR BELOW.  FOOD DISCARDED, V=$200.  CRITICAL CITATION ISSUED, 7-38-005(A). | 19. OUTSIDE GARBAGE WASTE GREASE AND STORAGE AREA; CLEAN, RODENT PROOF, ALL CONTAINERS COVERED - Comments: OBSERVED OUTSIDE GARBAGE AND GREASE AREA NOT MAINTAIN, EXCESSIVE DEBRIS AND GREASE ON CONTAINER AND ON GROUND, CONTAINERS OVERFLOWING.  INSTRUCTED TO REMOVE DEBRIS AND GREASE, CLEAN AND SANITIZE AREA TO PREVENT PEST FEEDING/HARBORAGE. CONTAINERS MUST BE COVERED.  SERIOUS CITATION ISSUED, 7-38-020. | 30. FOOD IN ORIGINAL CONTAINER, PROPERLY LABELED: CUSTOMER ADVISORY POSTED AS NEEDED - Comments: PREP FOODS INSIDE STORAGE COOLERS AND WALK IN COOLER NOT LABELED, INSTRUCTED TO LABEL AND MAINTAIN. | 31. CLEAN MULTI-USE UTENSILS AND SINGLE SERVICE ARTICLES PROPERLY STORED: NO REUSE OF SINGLE SERVICE ARTICLES - Comments: CLEAN MULTI-USE UTENSILS IMPROPERLY STORED ON DISH WASHING AREA SHELVES; INSTRUCTED TO PROPERLY STORED/INVERT TO PREVENT CONTAMINATION. | 32. FOOD AND NON-FOOD CONTACT SURFACES PROPERLY DESIGNED, CONSTRUCTED AND MAINTAINED - Comments: NOTED BROKEN GASKETS; INSTRUCTED TO REPLACE BROKEN GASKETS ON DOORS OF PIZZA PREP REACH IN COOLER AND PASTA STORAGE COOLER. ALSO PROVIDE LIDS FOR ICE BINS AT BAR AREA. | 33. FOOD AND NON-FOOD CONTACT EQUIPMENT UTENSILS CLEAN, FREE OF ABRASIVE DETERGENTS - Comments: DEBRIS/FOOD DEBRIS AND GREASE BUILD-UP ON EQUIPMENT; INSTRUCTED TO CLEAN/SANITIZE; COOLERS, FREEZERS, BOTTOM PANELS OF PREP TABLES, COOKING EQUIPMENT, SLICER, GRINDER, STORAGE SHELVES/UNIT AND MOP SINK.  ALL EQUIPMENT AT BOTH PREP AREAS, BAR AREA AND STORAGE ROOMS. | 34. FLOORS: CONSTRUCTED PER CODE, CLEANED, GOOD REPAIR, COVING INSTALLED, DUST-LESS CLEANING METHODS USED - Comments: DEBRIS/FOOD DEBRIS ON FLOORS AND BAR AREA FLOOR IN POOR REPAIR; INSTRUCTED TO REPAIR FLOOR AT BAR AREA AND DETAIL CLEAN FLOORS, UNDER, BEHIND EQUIPMENT AT CORNERS AND ALONG WALLS AT PREP AREAS, BAR AREA AND STORAGE AREAS. ALSO MUST CLEAN/SANITIZE OPEN PIPE/DRAIN UNDER 3 COMPARTMENT SINK AT DISH WASHING AREA TO PREVENT PEST. | 35. WALLS, CEILINGS, ATTACHED EQUIPMENT CONSTRUCTED PER CODE: GOOD REPAIR, SURFACES CLEAN AND DUST-LESS CLEANING METHODS - Comments: WALLS IN POOR REPAIR; INSTRUCTED TO REPAIR BROKEN WALL NEAR THE BASEMENT STAIRS AND REPAIR AND REPAINT WEST WALL AT STORAGE ROOM IN FRONT OF BAR AREA. | 36. LIGHTING: REQUIRED MINIMUM FOOT-CANDLES OF LIGHT PROVIDED, FIXTURES SHIELDED - Comments: NOTED MISSING LIGHT SHIELDS AND NO END CAPS FOR LIGHT SHIELDS THRU-OUT MAIN PREP AREA/KITCHEN; INSTRUCTED TO PROVIDE LIGHT SHIELDS AND CAPS. | 38. VENTILATION: ROOMS AND EQUIPMENT VENTED AS REQUIRED: PLUMBING: INSTALLED AND MAINTAINED - Comments: PREP SINK FAUCET IN POOR REPAIR; INSTRUCTED TO REPAIR OR REPLACE FAUCET. | 40. REFRIGERATION AND METAL STEM THERMOMETERS PROVIDED AND CONSPICUOUS - Comments: NO THERMOMETERS FOR COOLERS; INSTRUCTED TO PROVIDE THERMOMETERS AND MAINTAIN. | 41. PREMISES MAINTAINED FREE OF LITTER, UNNECESSARY ARTICLES, CLEANING  EQUIPMENT PROPERLY STORED - Comments: OBSERVED CLUTTER THRU-OUT THE BASEMENT; INSTRUCTED TO REMOVE UNNECESSARY ARTICLES, CLEAN AND ORGANIZE TO PREVENT PEST HARBORAGE.  ARTICLES MUST BE STORED OFF FLOORS, AWAY FROM WALLS.",60625.0
3638 W WRIGHTWOOD AVE ,H & Z GROCERY STORE,CHICAGO,H & Z GROCERY STORE,Grocery Store,2014-10-21T00:00:00.000,1498013,Complaint Re-Inspection,41.92834525137274,3166.0,"{'type': 'Point', 'coordinates': [-87.718670899536, 41.928345251373]}",-87.71867089953608,Fail,Risk 2 (Medium),IL,"9. WATER SOURCE: SAFE, HOT & COLD UNDER CITY PRESSURE - Comments: VIOLATION CORRECTED. HOT WATER RESTORED THROUGHOUT FACILITY. | 21. * CERTIFIED FOOD MANAGER ON SITE WHEN POTENTIALLY HAZARDOUS FOODS ARE  PREPARED AND SERVED - Comments: PREVIOUS VIOLATION STILL EXISTS FROM INSPECTION DATED 6-20-14: 
FOUND NO VALID CITY OF CHICAGO FOOD SANITATION CERTIFICATE POSTED,NO ONE WITH A VALID CERTIFICATE ON PREMISES AT TIME OF INSPECTION. INSTRUCTED THAT A CITY OF CHICAGO CERTIFIED FOOD MANAGER MUST BE ON SITE AT ALL TIMES POTENTIALLY HAZARDOUS FOODS (CHICKEN, FRIES, HOT DOGS) ARE PREPARED. SERIOUS CITATION ISSUED 7-38-012 | 34. FLOORS: CONSTRUCTED PER CODE, CLEANED, GOOD REPAIR, COVING INSTALLED, DUST-LESS CLEANING METHODS USED - Comments: PREVIOUS VIOLATION STILL EXISTS FROM INSPECTION DATED 6-20-14: 
FOUND DIRT BUILDUP ON FLOORS/CARPET BEHIND ARCADE GAMES AND BOOTH SEAT. INSTRUCTED TO CLEAN, SANITIZE, AND MAINTAIN. REPAIR DAMAGED FLOOR TILES AND AREAS WHERE TILE IS MISSING AND MAINTAIN. | 35. WALLS, CEILINGS, ATTACHED EQUIPMENT CONSTRUCTED PER CODE: GOOD REPAIR, SURFACES CLEAN AND DUST-LESS CLEANING METHODS - Comments: VIOLATION CORRECTED. | 36. LIGHTING: REQUIRED MINIMUM FOOT-CANDLES OF LIGHT PROVIDED, FIXTURES SHIELDED - Comments: PREVIOUS VIOLATION STILL EXISTS FROM INSPECTION DATED 6-20-14: 
FOUND LIGHTS ABOVE FOOD PREP AREA NOT PROPERLY SHIELDED. INSTRUCTED TO SHIELD END TO END WITH END CAPS AND MAINTAIN. | 18. NO EVIDENCE OF RODENT OR INSECT OUTER OPENINGS PROTECTED/RODENT PROOFED, A WRITTEN LOG SHALL BE MAINTAINED AVAILABLE TO THE INSPECTORS - Comments: NEW VIOLATIONS NOTED: 
OBSERVED THE WEST REAR DOOR WITH AN APPROXIMATE QUARTER INCH GAP ALONG THE BOTTOM EDGE OF DOOR NEAR FLOOR. INSTRUCTED FACILITY TO REPAIR SO DOOR IS TIGHT FITTING AND TO MAINTAIN. 
 
OBSERVED MICE DROPPINGS IN REAR STORAGE AREA AND BEHIND ARCADE GAMES. INSTRUCTED FACILITY TO REMOVE ALL DROPPINGS AND CONTACT A LICENSED PEST CONTROL COMPANY FOR SERVICE. 
 
SERIOUS VIOLATION 7-38-020. | 41. PREMISES MAINTAINED FREE OF LITTER, UNNECESSARY ARTICLES, CLEANING  EQUIPMENT PROPERLY STORED - Comments: NEW VIOLATIONS FOUND: 
FOUND EXCESSIVE CLUTTER(BOXES, 2X4 PIECES OF LUMBER, AND OTHER ITEMS) THROUGHOUT PREMISES IN VARIOUS AREA: BACK STORAGE ROOM, NEAR 3 COMPARTMENT SINK, AND IN CLOSETS. INSTRUCTED FACILITY TO REMOVE ALL UNNECESSARY ITEMS, ORGANIZE REMAINING, STORE AT LEAST 6 INCHES OFF FLOORS AND WALLS, AND MAINTAIN TO FACILITATE PROPER CLEANING AND HELP PREVENT PEST HARBORAGE.",60647.0
2819 W 21st Place   (2132S) ,CHARLES HAMMOND ELEMENTARY,CHICAGO,CHARLES HAMMOND ELEMENTARY,School,2010-02-01T00:00:00.000,63243,Canvass,41.85269133015862,23531.0,"{'type': 'Point', 'coordinates': [-87.696277774351, 41.852691330159]}",-87.69627777435083,Fail,Risk 1 (High),IL,"18. NO EVIDENCE OF RODENT OR INSECT OUTER OPENINGS PROTECTED/RODENT PROOFED, A WRITTEN LOG SHALL BE MAINTAINED AVAILABLE TO THE INSPECTORS - Comments: All necessary control measures shall be used to effectively minimize or eliminate the presence of rodents, roaches, and other vermin and insects on the premises of all food establishments, in food-transporting vehicles, and in vending machines. 
 
OBSERVED RODENT ACTIVITY ON FLOOR AND ALONG WALLS INSIDE PRE-K CLASSROOM NEAR WINDOW 10-15 MICE DROPPINGS NOTED.  INSIDE 1ST FLOOR CLOSET NEAR LUNCHROOM OVER 40 DROPPINGS, STAFF LOUNGE AND BASEMENT OVER 20 MICE DROPPINGS FOUND.  MUST CLEAN-SANITIZE AREAS, AND SEAL OPENINGS TO PREVENT PEST ENTRY.  ADVICED TO CALL PEST CONTROL FOR SERVICE.  CITATION ISSUED; 7-38-020 SERIOUS. | 33. FOOD AND NON-FOOD CONTACT EQUIPMENT UTENSILS CLEAN, FREE OF ABRASIVE DETERGENTS - Comments: All utensils shall be thoroughly cleaned and sanitized after each usage. 
 
MUST CLEAN-SANITIZE; CABINETS, SHELVES AND OTHER EQUIPMENT INSIDE PRE-K CLASSROOM AND CLOSETS. | 34. FLOORS: CONSTRUCTED PER CODE, CLEANED, GOOD REPAIR, COVING INSTALLED, DUST-LESS CLEANING METHODS USED - Comments: The floors shall be constructed per code, be smooth and easily cleaned, and be kept clean and in good repair. 
 
MUST CLEAN FLOORS; THRU-OUT PRE-K CLASSROOM, CLOSETS AND BASEMENT. | 35. WALLS, CEILINGS, ATTACHED EQUIPMENT CONSTRUCTED PER CODE: GOOD REPAIR, SURFACES CLEAN AND DUST-LESS CLEANING METHODS - Comments: The walls and ceilings shall be in good repair and easily cleaned. 
 
MUST SEAL OPENINGS; INSIDE PRE-K CLASSROOM, CLOSETS, AND BASEMENT ON WALLS AND AROUND PIPES TO PREVENT PEST ENTRY. | 36. LIGHTING: REQUIRED MINIMUM FOOT-CANDLES OF LIGHT PROVIDED, FIXTURES SHIELDED - Comments: Shielding to protect against broken glass falling into food shall be provided for all artificial lighting sources in preparation, service, and display facilities. 
 
MUST REPLACE MISSING LIGHT SHIELDS IN PRE-K CLASSROOM. | 41. PREMISES MAINTAINED FREE OF LITTER, UNNECESSARY ARTICLES, CLEANING  EQUIPMENT PROPERLY STORED - Comments: MUST REMOVE UNNECESSARY ARTICLES THRU-OUT PRE-K CLASSROOM, CLOSETS, AND BOILER ROOM/BASEMENT, CLEAN AND ORGANIZE TO PREVENT PEST HARBORAGE.",60623.0
225 W WACKER DR ,CAFFE BACI,CHICAGO,CAFFE BACI,Restaurant,2013-08-02T00:00:00.000,1324589,Canvass,41.88670922202607,39265.0,"{'type': 'Point', 'coordinates': [-87.634710899459, 41.886709222026]}",-87.6347108994595,Pass,Risk 1 (High),IL,"34. FLOORS: CONSTRUCTED PER CODE, CLEANED, GOOD REPAIR, COVING INSTALLED, DUST-LESS CLEANING METHODS USED - Comments: FLOORS NEED CLEANING IN THE FOLLOWING AREAS TO REMOVE DEBRIS: LIQUOR STORAGE,DRY STORAGE AREA. | 38. VENTILATION: ROOMS AND EQUIPMENT VENTED AS REQUIRED: PLUMBING: INSTALLED AND MAINTAINED - Comments: NOTED EXPOSED HAND SINK ON THE 1ST FLOOR PREP AREA WITH A LEAK AT THE BASE OF THE FAUCET AND VERY LOOSE FROM THE SINK. MUST REPAIR AND MAINTAIN. | 35. WALLS, CEILINGS, ATTACHED EQUIPMENT CONSTRUCTED PER CODE: GOOD REPAIR, SURFACES CLEAN AND DUST-LESS CLEANING METHODS - Comments: MUST CLEAN THE CEILING TILES IN DISH WASHING AREA AND IN LIQUOR STORAGE ROOM TO REMOVE SPLATTER STAINS.",60606.0
3815 S KEDZIE AVE ,LA ACAMBARENSE BAKERY,CHICAGO,LA ACAMBARENSE BAKERY,Bakery,2015-11-04T00:00:00.000,1547563,Canvass,41.823886400058726,1823249.0,"{'type': 'Point', 'coordinates': [-87.704287253468, 41.823886400059]}",-87.70428725346807,Fail,Risk 2 (Medium),IL,"18. NO EVIDENCE OF RODENT OR INSECT OUTER OPENINGS PROTECTED/RODENT PROOFED, A WRITTEN LOG SHALL BE MAINTAINED AVAILABLE TO THE INSPECTORS - Comments: MICE DROPPINGS (APPROX 30) SCATTERED IN VARIOUS AREAS IN REAR STORAGE AREA. INSTD TO REMOVE ALL DROPPINGS, CLEAN AND SANITIZE ALL AFFECTED AREAS. RECOMMEND TO CONTACT PEST CONTROL FOR SERVICE. CITATION ISSUED 7-38-020 SERIOUS. | 36. LIGHTING: REQUIRED MINIMUM FOOT-CANDLES OF LIGHT PROVIDED, FIXTURES SHIELDED - Comments: INADEQUATE LIGHTING THROUGH OUT REAR PREP AREA, MULTIPLE LIGHTS OUT AND DIM LIGHTS AT REMAINING. INSTD TO PROVIDE ADEQUATE LIGHTING. | 35. WALLS, CEILINGS, ATTACHED EQUIPMENT CONSTRUCTED PER CODE: GOOD REPAIR, SURFACES CLEAN AND DUST-LESS CLEANING METHODS - Comments: VENTILATION COVER AND SURROUNDING WALL IN TOILET ROOM WITH DUST ACCUMULATION. CLEAN SAME AND MAINTAIN. | 34. FLOORS: CONSTRUCTED PER CODE, CLEANED, GOOD REPAIR, COVING INSTALLED, DUST-LESS CLEANING METHODS USED - Comments: BASEMENT FLOOR AND STAIRWELL NOT CLEAN, EXCESSIVE DEBRIS. INSTD TO CLEAN AND MAINTAIN. FLOOR ALONG WALLBASE AND IN CORNERS IN PREP AREA NEED DETAILED CLEANING. | 33. FOOD AND NON-FOOD CONTACT EQUIPMENT UTENSILS CLEAN, FREE OF ABRASIVE DETERGENTS - Comments: SINK BASINS NOT CLEAN. INSTD TO CLEAN AND MAINTAIN AT ALL TIMES. | 45. FOOD HANDLER REQUIREMENTS MET - Comments: FOOD HANDLER REQUIREMENTS NOT MET. INSTD TO PROVIDE RECORDS, LOGS.",60632.0
7575 N ROGERS AVE ,EDDY' S FOOD MART,CHICAGO,EDDY' S FOOD MART,Grocery Store,2012-06-14T00:00:00.000,1229657,Canvass Re-Inspection,42.019164624970294,1879269.0,"{'type': 'Point', 'coordinates': [-87.668397288001, 42.01916462497]}",-87.66839728800085,Pass,Risk 2 (Medium),IL,"32. FOOD AND NON-FOOD CONTACT SURFACES PROPERLY DESIGNED, CONSTRUCTED AND MAINTAINED - Comments:  | 35. WALLS, CEILINGS, ATTACHED EQUIPMENT CONSTRUCTED PER CODE: GOOD REPAIR, SURFACES CLEAN AND DUST-LESS CLEANING METHODS - Comments:  | 37. TOILET ROOM DOORS SELF CLOSING: DRESSING ROOMS WITH LOCKERS PROVIDED: COMPLETE SEPARATION FROM LIVING/SLEEPING QUARTERS - Comments:  | 38. VENTILATION: ROOMS AND EQUIPMENT VENTED AS REQUIRED: PLUMBING: INSTALLED AND MAINTAINED - Comments:  | 40. REFRIGERATION AND METAL STEM THERMOMETERS PROVIDED AND CONSPICUOUS - Comments: ",60626.0
9518 S HALSTED ST ,SUBWAY,CHICAGO,SUBWAY,Restaurant,2012-01-18T00:00:00.000,545753,Canvass,41.72087604873546,1846937.0,"{'type': 'Point', 'coordinates': [-87.64334592026199, 41.720876048735]}",-87.64334592026209,Fail,Risk 1 (High),IL,"3. POTENTIALLY HAZARDOUS FOOD MEETS TEMPERATURE REQUIREMENT DURING STORAGE, PREPARATION DISPLAY AND SERVICE - Comments: FOUND POTENTIALLY HAZARDOUS FOODS AT IMPROPER TEMPERATURES.  FOUND APPROXIMATELY 5LBS OF CHICKEN NOODLE SOUP AND BROCCOLI CHEESE SOUP AT IMPROPER TEMPERATURES RANGING BETWEEN 110-118 DEGREES F.  ALSO NOTED APPROXIMATELY 5LBS OF TUNA FISH AT 47.0 DEGREES F.  MUST MAINTAIN POTENTIALLY HAZARDOUS FOODS AT 40 DEGREES F AND BELOW OR 140 DEGREES F AND ABOVE.  CRITICAL CITATION ISSUED 7-38-005A | 19. OUTSIDE GARBAGE WASTE GREASE AND STORAGE AREA; CLEAN, RODENT PROOF, ALL CONTAINERS COVERED - Comments: OUTSIDE GARBAGE RECEPTACLE NOT RODENT PROOF.  NOTED AN OPENING IN THE TOP OF THE GARBAGE RECEPTACLE LID.  MUST REPLACE AND MAKE COMPLETELY RODENT PROOF.  SERIOUS CITATION ISSUED 7-38-020 | 32. FOOD AND NON-FOOD CONTACT SURFACES PROPERLY DESIGNED, CONSTRUCTED AND MAINTAINED - Comments: MUST SEAL SMALL OPENING ALONG REAR EXIT DOOR.  MUST DISCARD ALL BROKEN AND CRACKED MULTI USE CONTAINERS BEING USED ON FRONT PREP COOLER.   | 34. FLOORS: CONSTRUCTED PER CODE, CLEANED, GOOD REPAIR, COVING INSTALLED, DUST-LESS CLEANING METHODS USED - Comments: MUST DETAIL CLEAN FLOORS UNDER SODA LINES IN REAR.  MUST REMOVE DIRT,DUST AND FOOD DEBRIS.  ",60628.0
4008 W ROSEMONT AVE ,ALL ABOARD LEARNING EXPRESS,CHICAGO,ALL ABOARD LEARNING EXPRESS,Daycare (2 - 6 Years),2015-07-27T00:00:00.000,1561588,Canvass Re-Inspection,41.995446645749816,2215589.0,"{'type': 'Point', 'coordinates': [-87.729321532831, 41.99544664575]}",-87.72932153283107,Pass,Risk 1 (High),IL,"21. * CERTIFIED FOOD MANAGER ON SITE WHEN POTENTIALLY HAZARDOUS FOODS ARE  PREPARED AND SERVED - Comments: VIOLATION #21 NOW CORRECTED. | 35. WALLS, CEILINGS, ATTACHED EQUIPMENT CONSTRUCTED PER CODE: GOOD REPAIR, SURFACES CLEAN AND DUST-LESS CLEANING METHODS - Comments: VIOLATION #35 NOW CORRECTED. | 41. PREMISES MAINTAINED FREE OF LITTER, UNNECESSARY ARTICLES, CLEANING  EQUIPMENT PROPERLY STORED - Comments: VIOLATION #41 NOW CORRECTED. | 24. DISH WASHING FACILITIES: PROPERLY DESIGNED, CONSTRUCTED, MAINTAINED, INSTALLED, LOCATED AND OPERATED - Comments: VIOLATION #24 NOW CORRECTED. | 38. VENTILATION: ROOMS AND EQUIPMENT VENTED AS REQUIRED: PLUMBING: INSTALLED AND MAINTAINED - Comments: VIOLATION #38 NOW CORRECTED.",60646.0
